,title,coref_IDs,common_aliases,gender,race / ethnicity,num_mentions,dialogue,burstiness
631,gathering of old men - gaines,90,['Candy'],F,White,771,154,0.7236540348327712
632,gathering of old men - gaines,174,['Gil'],M,White,569,122,0.8252695659037805
633,gathering of old men - gaines,99,['Mathu'],M,Black,510,49,0.6515356557586531
634,gathering of old men - gaines,103,['Charlie'],M,Black,480,65,0.7771872827826541
1041,gabi a girl in pieces - quintero,0_118_68,"['Gabi', 'Gabriela']",F,Latino/a/x,4487,154,0.21039217453715756
1042,gabi a girl in pieces - quintero,69,"['Cindy', 'CINDY']",F,Latino/a/x,558,28,0.4700473238252081
1043,gabi a girl in pieces - quintero,140,"['my mom', 'My mom']",F,Latino/a/x,536,39,0.4200315679921223
1044,gabi a girl in pieces - quintero,82,"['MARTIN', 'Martin']",M,Latino/a/x,446,35,0.5907615035017505
1045,gabi a girl in pieces - quintero,70,['Sebastian'],M,Latino/a/x,350,22,0.41525905920450473
1046,gabi a girl in pieces - quintero,256,"['my dad', 'My dad']",M,Latino/a/x,340,7,0.5667828759760343
468,friday night lights - bissinger,481,"['Boobie', 'Boobie Miles']",M,Black,1037,65,0.791865015
469,friday night lights - bissinger,491,"['Winchell', 'Mike', 'Mike Winchell']",M,White,476,17,0.7806310203010153
470,friday night lights - bissinger,495,"['Ivory', 'Ivory Christian']",M,Black,445,27,0.7353174378144303
1251,free life a novel - jin,435,"['Nan Wu', 'NAN', 'Nan']",M,Asian,7946,1099,0.3896507114167083
1252,free life a novel - jin,434,"['Pingping', 'Both Pingping']",F,Asian,2059,485,0.5876927006214612
749,frankenstein - shelley,0_124,"['Victor', 'Victor Frankenstein']",M,White,3902,81,0.8551192896069382
750,frankenstein - shelley,1205,['The being'],M,Non-human,1069,150,0.907379143
751,frankenstein - shelley,121,['Elizabeth'],F,White,376,30,0.7416112570369165
422,for whom the bell tolls - hemingway,255,"['Robert Jordan', 'Jordan', 'ROBERT JORDAN']",M,White,3984,1496,0.6703850667272045
423,for whom the bell tolls - hemingway,260,['Pablo'],M,White,1854,599,0.6883972791537043
424,for whom the bell tolls - hemingway,280,"['the Pilar', 'Pilar']",F,White,1356,771,0.6712272396151515
425,for whom the bell tolls - hemingway,266,"['Maria', 'the Maria']",F,White,1205,405,0.6731530523549131
263,flight - alexie,0_51,['Zits'],M,Native/Indigenous,3178,319,0.3618994999553096
264,flight - alexie,80,['Jimmy'],M,White,338,44,0.7184820089113936
193,fixer - malamud,102,"['Yakov', 'Yakov Shepsovitch', 'Bok', 'Yakov Ivanovitch Dologushev', 'Yakov Ivanovitch', 'Yakov Bok']",M,White,3248,354,0.4240851037595162
194,fixer - malamud,245,"['The fixer', 'the fixer']",M,White,1425,162,0.47205361598419454
195,fixer - malamud,125,['Dologushev'],M,White,770,37,0.6020153756941498
1272,fist stick knife gun - canada,0,"['Geoffrey', 'Geoffrey Canada']",M,Black,2512,79,0.4188394114578355
383,first they killed my father - ung,0_98,"['Loung', 'Loung Ung']",F,Asian,4763,243,0.4182335488131462
384,first they killed my father - ung,94,['Ma'],F,Asian,1130,122,0.5495290886191424
385,first they killed my father - ung,95,"['PA', 'Pa']",M,Asian,982,101,0.543532969
386,first they killed my father - ung,99,['Kim'],M,Asian,603,37,0.546298435
1245,fine balance - mistry,129,"['Dina', 'Dina Aunty', 'Dina Dalal', 'Aunty']",F,Asian,3302,871,0.8107376361108101
1246,fine balance - mistry,116,"['Maneck Kohlah', 'Maneck', 'Kohlah']",M,Asian,3216,632,0.8558689887415886
1247,fine balance - mistry,117,['Ishvar'],M,Asian,2362,928,0.7718229250078934
1248,fine balance - mistry,118,['Om'],M,Asian,1637,590,0.7690022494802112
1530,fifth business - davies,0,"['Dunstan', 'Dunstan Ramsey']",M,White (unmarked),4640,170,0.37172991772318176
788,felix ever after - callender,0_79,"['Felix', 'Felix Love']",M,Black,7293,603,0.20396509482161615
789,felix ever after - callender,78,['Ezra'],M,"Asian, Black",2389,575,0.5334721256525495
790,felix ever after - callender,81,"['Declan Keane', 'Declan']",M,"Black, Latino/a/x, White",1708,271,0.6521876713798858
791,felix ever after - callender,83,['Leah'],F,White,549,184,0.6734553879832392
10,feed - anderson,0_110,['Titus'],M,White (unmarked),2898,314,0.2857328318154645
11,feed - anderson,113,['Violet'],F,White (unmarked),1272,244,0.5478827585687616
1273,farewell to arms - hemingway,0_4637,"['Frederic Henry', 'Frederic']",M,White (unmarked),4021,1256,0.23611005860240358
1274,farewell to arms - hemingway,214,"['Catherine Barkley', 'Cat', 'Catherine']",F,White,1390,768,0.7957941153892034
1275,farewell to arms - hemingway,205,['Rinaldi'],M,White,426,229,0.7446122309771588
1185,fahrenheit 451 - bradbury,56,"['Montag', 'Mr. Montag']",M,White,1620,298,0.4347851022032532
1186,fahrenheit 451 - bradbury,52,"['Mildred', 'Millie']",F,White,349,118,0.6206146938206234
1187,fahrenheit 451 - bradbury,66,['Faber'],M,White,299,98,0.6433236423699022
1188,fahrenheit 451 - bradbury,58,"['Beatty', 'Captain Beatty']",M,White,296,106,0.5945579959843219
596,extremely loud and incredibly close - foer,0_200,"['Oskar', 'Oskar Schell']",M,White,7480,1324,0.519883389
597,extremely loud and incredibly close - foer,190,"['my dad', 'My dad', 'Dad', 'your dad']",M,White,466,81,0.5861068272805985
1541,evicted - desmond,269,['Arleen'],F,Black,1179,159,0.7888978512283044
1542,evicted - desmond,271,['Sherrena'],F,Black,919,176,0.738057526
1543,evicted - desmond,312,['Scott'],M,White,691,78,0.8592879543631565
1544,evicted - desmond,301,"['Crystal', 'Tina', 'Chris']",F,Black,669,84,0.8382229369151079
1545,evicted - desmond,304,['Larraine'],F,White,664,83,0.8178860307106262
509,everything i never told you - ng,95,['Lydia'],F,"Asian, White",2458,176,0.7135801007315646
510,everything i never told you - ng,96,['Marilyn'],F,White,2105,207,0.6309990688755471
511,everything i never told you - ng,104,['James'],M,Asian,1599,184,0.605858976
512,everything i never told you - ng,99,['Nath'],M,"Asian, White",1580,131,0.634333928
513,everything i never told you - ng,100,['Hannah'],F,"Asian, White",652,45,0.6392407446359967
514,everything i never told you - ng,113,['Jack'],M,White,611,90,0.7390096862715773
691,eva luna - allende,0_101,"['Eva', 'Eva Luna']",F,"Native/Indigenous, White, Latino/a/x",3300,104,0.6897444346144017
692,eva luna - allende,112,"['Rolf Carle', 'Carle', 'Rolf']",M,White,1019,40,0.802739819
693,eva luna - allende,120,"['Huberto Naranjo', 'Naranjo', 'Huberto']",M,Latino/a/x,554,53,0.731126363
694,eva luna - allende,129,"['Santa Maria', 'Mimi']",F,Latino/a/x,490,69,0.7761552343179635
727,ethan frome - wharton,30,"['Ethan Frome', 'Frome', 'Ethan']",M,White,2033,248,0.24190617051169408
726,ethan frome - wharton,276_39,"['the girl', 'Mattie', 'Mattie Silver', 'Matt']",F,White,993,129,0.46564028670920427
728,ethan frome - wharton,37,['Zeena'],F,White (unmarked),537,79,0.6435330426101198
729,ethan frome - wharton,0,['narrator'],M,White (unmarked),195,16,0.839132954
740,enrique s journey - nazario,145,['Enrique'],M,Latino/a/x,2822,124,0.5466953880703208
741,enrique s journey - nazario,144,"['Aunt Lourdes', 'Lourdes']",F,Latino/a/x,938,74,0.7966310285873277
742,enrique s journey - nazario,165,['Maria Isabel'],F,Latino/a/x,303,19,0.7715502951055815
477,english patient - ondaatje,320,"['Caravaggio', 'David']",M,White,1141,67,0.7138570123789266
478,english patient - ondaatje,322,['Hana'],F,White,1061,65,0.6032968403803922
479,english patient - ondaatje,339,['Kip'],M,Asian,614,49,0.7565027328091994
392,ender s game - card,93,"['Ender', 'Ender Wiggin', 'Wiggin']",M,White,5706,806,0.5324177041413201
393,ender s game - card,94,"['Peter', 'Peter Wiggin']",M,White,862,140,0.7226768585050861
394,ender s game - card,97,"['Valentine', 'Val']",F,White,621,156,0.718527957
1276,emma - austen,79,"['Emma Woodhouse', 'dear Emma', 'Emma']",F,White,4376,577,0.45891979580145853
1277,emma - austen,107,"['Harriet', 'Harriet Smith']",F,White,1775,137,0.6795184540475768
1278,emma - austen,87,"['Knightley', 'John', 'John Knightley', 'Mr. John Knightley', 'Mr. Knightley']",M,White,1768,296,0.6169674083062715
1279,emma - austen,120,"['Miss Fairfax', 'Jane', 'Jane Fairfax']",F,White,1285,65,0.7733211880752069
1280,emma - austen,97,"['Frank', 'Mr. Churchill', 'Mr. Frank Churchill', 'Frank Churchill']",M,White,1095,98,0.7446805664762826
1281,emma - austen,90,"['Elton', 'Mr. Elton']",M,White,933,77,0.6934063126587836
1282,emma - austen,84,"['Weston', 'Mrs. Weston']",F,White,790,124,0.615489295
671,elmet - mozley,0_42,['Daniel'],M,White,2375,142,0.37960677603117526
672,elmet - mozley,40,"['my Daddy', 'Daddy', 'your Daddy', 'Your Daddy']",M,White,1478,86,0.4717969303174937
673,elmet - mozley,41,['Cathy'],F,White,1074,152,0.49712344254078755
674,elmet - mozley,56,"['Price', 'Mr Price']",M,White,664,91,0.6589766858876422
675,elmet - mozley,55,['Vivien'],F,White,314,33,0.7039715300187739
363,educated - westover,0_174_3706,"['Tara', 'Tara Westover']",F,White (unmarked),7881,228,0.22883169977671092
364,educated - westover,159,['Dad'],M,White (unmarked),1603,241,0.5169986199344196
365,educated - westover,162,"['her mother', 'your mother', 'Mother', 'My mother', 'his mother', 'my mother']",F,White (unmarked),1394,166,0.5265072389724904
366,educated - westover,179,['Shawn'],M,White (unmarked),1255,154,0.7365356562234736
1384,east of eden - steinbeck,271,"['Adam Trask', 'Mr. Trask', 'Adam', 'Trask']",M,White (unmarked),5629,1381,0.7724683947333063
1383,east of eden - steinbeck,307_341,"['Kate', 'Miss Kate', 'Cathy']",F,White (unmarked),3286,595,0.8176454564379889
1385,east of eden - steinbeck,321,"['Lee', 'Roy']",M,Asian,2801,931,0.7769474355620244
1386,east of eden - steinbeck,356,"['Cal', 'Caleb']",M,White (unmarked),2426,693,0.803338494
1387,east of eden - steinbeck,267,"['Sam', 'Sam Hamilton', 'Samuel Hamilton', 'Samuel']",M,White,2202,590,0.8172039211914972
1388,east of eden - steinbeck,363,['Aron'],M,White (unmarked),1240,261,0.7473805885033212
226,dreams from my father - obama,0_352,"['Barack Obama', 'Barack']",M,"Black, White",5960,278,0.4181092512995643
1479,dreaming in cuban - garcia,254_0,"['Abuela Celia', 'Celia', 'Abuela']",F,Latino/a/x,1460,62,0.6908188210530042
1480,dreaming in cuban - garcia,265,['Lourdes'],F,Latino/a/x,1117,93,0.7900478897713955
1481,dreaming in cuban - garcia,264,['Felicia'],F,Latino/a/x,1051,59,0.7556184347055315
1482,dreaming in cuban - garcia,261_0,['Pilar'],F,Latino/a/x,1030,31,0.7703351487603032
1483,dreaming in cuban - garcia,258_0,['Ivanito'],M,Latino/a/x,442,13,0.7004686207320147
464,dracula - stoker,223_0,"['JONATHAN HARKER', 'Harker', 'Jonathan', 'Jonathan Harker']",M,White (unmarked),2535,97,0.7872417146345828
465,dracula - stoker,226_0,"['Seward', 'John', 'Dr. Seward', 'friend John']",M,White (unmarked),2290,176,0.7888751763909099
461,dracula - stoker,229_0,"['Mina', 'Madam Mina', 'Mina Murray', 'MINA HARKER', 'Mina Harker']",F,White (unmarked),2255,126,0.7521682791884425
459,dracula - stoker,228_4815,"['VAN HELSING', 'Dr. Van Helsing', 'the Professor', 'Van Helsing', 'The Professor']",M,White (unmarked),2146,357,0.8649534014979214
460,dracula - stoker,224_0,"['Lucy', 'Miss Lucy', 'Miss Westenra', 'Lucy Westenra', 'poor Lucy']",F,White,1376,48,0.758611267
462,dracula - stoker,347,"['The Count', 'the Count']",M,White,664,26,0.7991599853113687
463,dracula - stoker,253,"['Arthur Holmwood', 'Art', 'Arthur']",M,White (unmarked),656,69,0.6046850537752471
1168,down these mean streets - thomas,0_204,"['Piri Thomas', 'Piri']",M,"Latino/a/x, Black",7594,1186,0.2616096274216043
1169,down these mean streets - thomas,192,['Poppa'],M,"Latino/a/x, Black",607,142,0.7394209634146945
1170,down these mean streets - thomas,278,['Brew'],M,Black,565,263,0.8155483932910842
466,don quixote - cervantes,527,"['brother Sancho', 'friend Sancho', 'Don Sancho Panza', 'SANCHO PANZA', 'Sancho Panza', 'Panza', 'Sancho']",M,White,8858,1447,0.7667952253385425
467,don quixote - cervantes,509,"['Don Quixote', 'Don Quixote of La Mancha', 'La Mancha']",M,White,8172,1541,0.6968374041533576
1215,doctor zhivago - pasternak,1913_491,"['the doctor', 'Yuri Andreevich', 'The doctor']",M,White,3198,386,0.7508116646587133
1216,doctor zhivago - pasternak,407,['Lara'],F,White,889,85,0.7890461075077133
583,divergent - roth,0_54,"['Tris Prior', 'Tris']",F,White,9696,805,0.15787166513859896
584,divergent - roth,47_55,"['Tobias', 'Four']",M,White,1933,431,0.6490763774858993
585,divergent - roth,48,['Christina'],F,Black,710,184,0.6521484722455014
216,distance between us - grande,0_210,['Reyna'],F,Latino/a/x,6539,304,0.2689928759999732
217,distance between us - grande,211,['Mago'],F,Latino/a/x,1852,375,0.4369212568124065
218,distance between us - grande,214,"['my papi', 'Papi']",M,Latino/a/x,1282,162,0.5592866596043186
219,distance between us - grande,212,['Mami'],F,Latino/a/x,1067,136,0.6437279722727061
220,distance between us - grande,209,['Carlos'],M,Latino/a/x,1034,151,0.5019565149624026
867,dispatches - herr,0,"['Michael', 'Michael Herr']",M,White,1385,57,0.42255854502737367
868,dispatches - herr,404,"['Page', 'Tim Page']",M,White,283,36,0.8305394032130712
1551,discovering wes moore - moore,0_123,"['Wes', 'Wes Moore']",M,Black,2513,121,0.2599092945824287
1552,discovering wes moore - moore,182,"['my mother', 'My mother']",F,Black,225,28,0.5969740324876923
242,diary of a young girl - frank,0_163,"['Anne', 'Anne Frank']",F,White,5272,193,0.3675813671073707
243,diary of a young girl - frank,212,"['Peter', 'Peter van Daan']",M,White,1250,79,0.63060237
244,diary of a young girl - frank,169,"['a mother', 'my mother', 'Mother', 'his mother']",F,White,482,26,0.3114210817885098
245,diary of a young girl - frank,189,['Father'],M,White,473,37,0.3608577392956904
1504,death in venice - mann,49,['Aschenbach'],M,White,1113,47,0.523015955
1503,death in venice - mann,485_53,"['the boy', 'Tadzio']",M,White,272,2,0.47875211795093014
367,dear martin - stone,0_69_71,"['Jus', 'Justyce McAllister', 'Justyce']",M,Black,2953,545,0.1668267325481195
368,dear martin - stone,72,"['Emmanuel', 'Manny', 'Emmanuel Rivers']",M,Black,696,189,0.5023477315151416
369,dear martin - stone,79,['SJ'],F,White,465,98,0.6100632220711785
370,dear martin - stone,92,"['Jared', 'Jared Christensen']",M,White,337,46,0.6704915210506083
371,dear martin - stone,91,['Doc'],M,"Black, White (unmarked)",301,79,0.6727326654229747
869,david copperfield - dickens,0_248,"['David', 'David Copperfield']",M,White,17341,1464,0.2963694458938763
870,david copperfield - dickens,523,"['my aunt', 'My aunt']",F,White,2132,638,0.8285997024332055
871,david copperfield - dickens,247,"['Mr. Peggotty', 'Peggotty']",F,White,2126,499,0.7604988637636813
872,david copperfield - dickens,315,"['Mr. Micawber', 'Master Micawber', 'Micawber']",M,White,2099,352,0.8614548746975607
702,darius the great is not okay - khorram,0_164,"['Darius', 'Darius Kellner']",M,"MENA, White",4660,528,0.10202128186281599
703,darius the great is not okay - khorram,212,['Sohrab'],M,MENA,1411,489,0.5592305762823655
704,darius the great is not okay - khorram,170,"['My dad', 'Your dad', 'my dad', 'your dad', 'Dad']",M,White,915,261,0.5050253641636689
705,darius the great is not okay - khorram,169,"['my mom', 'his mom', 'Mom', 'your mom']",F,MENA,594,180,0.4416760974743699
706,darius the great is not okay - khorram,180,['Laleh'],F,"MENA, White",545,69,0.537675319
707,darius the great is not okay - khorram,185,['Babou'],M,MENA,520,150,0.5932286464379104
708,darius the great is not okay - khorram,186,['Mamou'],F,MENA,379,123,0.4300781720018197
258,dancing in the mosque - qaderi,0,['Homeria'],F,MENA,3417,202,0.2079136840020418
1,daisy miller - james,43,"['Winterbourne', 'Mr. Winterbourne']",M,White,1048,209,0.22277936167314777
0,daisy miller - james,147_42,"['Daisy Miller', 'Miss Miller', 'the young girl', 'Daisy', 'Miss Daisy Miller', 'Miss Daisy', 'The young girl']",F,White (unmarked),1043,225,0.3088378265666015
2,daisy miller - james,54,"['Mr. Giovanelli', 'Giovanelli']",M,White,170,16,0.2966653336573579
3,daisy miller - james,51,['Mrs. Miller'],F,White,155,44,0.58981605
4,daisy miller - james,53,['Mrs. Walker'],F,White,149,41,0.5588335695477638
5,daisy miller - james,44,['Randolph'],M,White,130,26,0.5502151888865131
167,crying in h mart - zauner,0_1881_220,"['Michelle', 'Michelle Zauner']",F,"White, Asian",4451,171,0.18605131298507455
168,crying in h mart - zauner,297,"['my mother', 'My mother']",F,Asian,1514,135,0.43173279021886185
169,crying in h mart - zauner,454,"['My father', 'my father']",M,White,549,67,0.5220397237538064
391,cry the beloved country - paton,177,"['Kumalo', 'Stephen Kumalo']",M,Black,711,0,0.5960278762845033
724,crossing - mccarthy,284_907,"['Billy', 'Billy Parham', 'the man', 'Parham', 'The man']",M,White (unmarked),3075,25,0.673778788
723,crossing - mccarthy,283_422,"['The boy', 'the boy', 'Boyd']",M,White (unmarked),2634,19,0.6223197505530366
725,crossing - mccarthy,8955,"['the old man', 'The old man']",M,White (unmarked),821,9,0.8182403556687139
794,crime and punishment - dostoevsky,107,"['Rodion Romanovitch', 'Raskolnikov', 'Rodion']",M,White,6361,1007,0.6266980199224336
793,crime and punishment - dostoevsky,132_161,"['Porfiry Petrovitch', 'Porfiry', 'Luzhin', 'Pyotr Petrovitch Luzhin', 'Pyotr Petrovitch']",M,White,2660,407,0.8459940266516808
795,crime and punishment - dostoevsky,139,"['Mr. Razumihin', 'Razumihin']",M,White,1692,390,0.7936824924053291
796,crime and punishment - dostoevsky,113,['Sonia'],F,White,1653,211,0.8501266351181246
797,crime and punishment - dostoevsky,130,"['Mr. Svidrigaïlov', 'Svidrigaïlov']",M,White,1185,187,0.8743982121246213
798,crime and punishment - dostoevsky,129,['Dounia'],F,White,1038,152,0.8292425911894026
17,country of the pointed firs - jewett,0,['narrator'],F,White (unmarked),1360,128,0.2111096593789222
18,country of the pointed firs - jewett,79,['Mrs. Todd'],F,White (unmarked),480,97,0.49242755687693035
19,country of the pointed firs - jewett,105,['Joanna'],F,White (unmarked),211,25,0.8225344467785466
20,country of the pointed firs - jewett,91,['William'],M,White (unmarked),162,7,0.5741456683031688
431,count of monte cristo - dumas,1473_701_778,"['The Count of Monte Cristo', 'The count', 'the Count of Monte Cristo', 'the elder Dantès', 'Dantès', 'M. de Monte Cristo', 'the count', 'de Monte Cristo', 'old Dantès', 'Edmond Dantès', 'Edmond', 'Monte Cristo', 'the Count', 'Count']",M,White,11705,3528,0.7520050301505696
432,count of monte cristo - dumas,850,"['Morcerf', 'Albert', 'Madame de Morcerf', 'Albert de Morcerf', 'M. de Morcerf']",M,White (unmarked),3468,1133,0.7958497400093327
433,count of monte cristo - dumas,698,"['Maximilian', 'Madame Morrel', 'M. Maximilian Morrel', 'M. Morrel', 'M. d’Avrigny', 'Morrel', 'Maximilian Morrel', 'Monsieur Morrel']",M,White (unmarked),3325,767,0.8487198789191441
586,coming through slaughter - ondaatje,98,"['Bolden', 'Buddy', 'Buddy Bolden']",M,Black,802,23,0.6554601958018043
587,coming through slaughter - ondaatje,114,['Webb'],M,Black,312,8,0.6064570939510061
588,coming through slaughter - ondaatje,126,['Bellocq'],M,White,272,1,0.7091986508051723
589,coming through slaughter - ondaatje,110,"['Nora Bass', 'Nora']",F,Black,243,3,0.5017927436646235
590,coming through slaughter - ondaatje,129,"['Pickett', 'Tom Pickett']",M,Black,171,3,0.6838717637242796
1059,coming of age in mississippi - moody,0_323,"['Anne', 'Anne Moody']",F,Black,8358,639,0.3360462689330861
1060,coming of age in mississippi - moody,187,['Mama'],F,Black,1539,208,0.656296399
1104,color purple - walker,0_85,"['Miss Celie', 'Celie', 'Dear Celie']",F,Black,4009,0,0.2776117114721677
1105,color purple - walker,101,['Sofia'],F,Black,815,0,0.7642631438153401
1106,color purple - walker,94,['Harpo'],M,Black,557,0,0.7662619776725874
1107,color purple - walker,116,"['Shug', 'Shug Avery']",F,Black,492,0,0.609352379
1353,color of water - mcbride,0_342,"['James McBride', 'James']",M,"Black, White",3459,195,0.33519002226526257
1354,color of water - mcbride,291,['Mommy'],F,White,954,209,0.6574559389612529
960,coldest winter ever - souljah,0,"['Winter', 'Winter Santiaga']",F,Black,7988,794,0.3387169435801297
961,coldest winter ever - souljah,166,"['Santiaga', 'Ricky Santiaga']",M,Black,837,46,0.5813401107953263
962,coldest winter ever - souljah,208,['Bullet'],M,Black,801,145,0.8490382079732276
963,coldest winter ever - souljah,179,['Midnight'],M,Black,783,113,0.7158975696691107
1055,cold mountain - frazier,168,['Inman'],M,White,4030,0,0.8206117882620592
1056,cold mountain - frazier,183,"['Ada', 'Monroe']",F,White,2641,0,0.7684217422577949
1057,cold mountain - frazier,203,['Ruby'],F,White (unmarked),980,0,0.7223902629291288
1058,cold mountain - frazier,214,['Stobrod'],M,White (unmarked),901,0,0.8114840107541066
1508,clotel - brown,136,['Clotel'],F,"Black, White",316,22,0.6763521734577089
1509,clotel - brown,153,"['Carlton', 'Mr. Carlton']",M,White,286,67,0.6718998227858519
12,circuit - jimenez,0_77,['Francisco'],M,Latino/a/x,1509,114,0.2714055450598058
13,circuit - jimenez,68,['Papa'],M,Latino/a/x,481,105,0.4198344707544602
14,circuit - jimenez,69,['Mama'],F,Latino/a/x,343,66,0.4818718825738295
15,circuit - jimenez,70,['Roberto'],M,Latino/a/x,318,52,0.4184375563092021
16,circuit - jimenez,81,['Torito'],M,Latino/a/x,142,0,0.509364342
359,circe - miller,0_74,['Circe'],F,White,8223,926,0.1766288830969787
360,circe - miller,143,['Telemachus'],M,White,788,147,0.6889619023927351
361,circe - miller,177,"['My father', 'my father']",M,White,760,113,0.5227238672863498
362,circe - miller,151,['Telegonus'],M,White,658,100,0.6036123521700026
61,cider house rules - irving,376,"['Homer', 'Homer Wells']",M,White (unmarked),7225,987,0.7080401115862005
62,cider house rules - irving,370,"['Doctor Larch', 'Wilbur', 'young Larch', 'Dr. Larch', 'Dr. Wilbur Larch', 'Larch', 'St. Larch', 'Wilbur Larch']",M,White (unmarked),4061,783,0.6387711133733737
63,cider house rules - irving,409,['Melony'],F,White (unmarked),2511,411,0.763552536
64,cider house rules - irving,434,"['Wallace Worthington', 'Wally', 'young Wally', 'Wally Worthington']",M,White (unmarked),2203,379,0.5993768527091257
65,cider house rules - irving,453,"['Candy', 'Candy Kendall']",F,White (unmarked),2064,388,0.6523802345604168
66,cider house rules - irving,377,"['Nurse Angela', 'Angela', 'Angel Wells', 'Angel']",M,White (unmarked),1489,273,0.6335129519063599
914,chronicle of a death foretold - marquez,25,['Santiago Nasar'],M,"MENA, Latino/a/x",627,29,0.5777983080479475
915,chronicle of a death foretold - marquez,0,['narrator'],M,Latino/a/x,356,11,0.095212793
916,chronicle of a death foretold - marquez,41,['Angela Vicario'],F,Latino/a/x,247,28,0.6289724637952424
917,chronicle of a death foretold - marquez,45,['Bayardo San Roman'],M,Latino/a/x,211,22,0.6277831282076892
1526,chosen - potok,0_151,"['Reuven Malter', 'Reuven']",M,White,4810,521,0.25519855559229215
1527,chosen - potok,140,"['Daniel', 'Danny Saunders', 'Danny']",M,White,2702,482,0.6395594233454384
1528,chosen - potok,220,"['My father', 'my father']",M,White,1500,340,0.5726462232270988
1529,chosen - potok,147,['Reb Saunders'],M,White,759,98,0.6662781513338025
873,child called it - pelzer,0_36,"['David James Pelzer', 'David']",M,White,3454,63,0.27345707850303824
874,child called it - pelzer,30,"['my mother', 'Mother']",F,White,1031,81,0.43922007747296016
875,child called it - pelzer,39,['Father'],M,White,345,20,0.48905899588175805
1153,ceremony - silko,148,['Tayo'],M,"Native/Indigenous, White",2357,127,0.6474597372914475
1154,ceremony - silko,150,['Josiah'],M,Native/Indigenous,658,39,0.6739644728764086
1155,ceremony - silko,156,['Harley'],M,Native/Indigenous,492,60,0.7499066832517811
1156,ceremony - silko,152,['Auntie'],F,Native/Indigenous,397,49,0.7230355927843117
170,catcher in the rye - salinger,0_140,"['Holden Caufield', 'Holden']",M,White,5516,613,0.16481969548708045
171,catcher in the rye - salinger,178,"['old Phoebe', 'Old Phoebe', 'Phoebe']",F,White,578,106,0.7717966599165841
172,catcher in the rye - salinger,157,"['Old Stradlater', 'old Stradlater', 'Stradlater']",M,White (unmarked),464,85,0.7918170424179855
282,catch 22 - heller,247,"['Yossarian', 'Captain Yossarian']",M,"MENA, White",4761,1039,0.6411306890332341
283,catch 22 - heller,379,"['The chaplain', 'the chaplain']",M,White (unmarked),1569,357,0.8392325615767209
284,catch 22 - heller,271,"['Milo Minderbinder', 'Milo']",M,White (unmarked),1280,357,0.7780640107319287
285,catch 22 - heller,265,"['Colonel', 'Cathcart', 'Colonel Cathcart']",M,White (unmarked),992,256,0.6207190857894483
558,cat s eye - atwood,0_170,['Elaine'],F,White,7118,379,0.31786550648615447
559,cat s eye - atwood,169,['Cordelia'],F,White,1510,265,0.7468461014931776
1510,candide - voltaire,162,"['CANDIDE', 'Candide']",M,White,1143,270,0.5015847577239045
1511,candide - voltaire,167,"['Cunegonde', 'Miss Cunegonde', 'CUNEGONDE']",F,White,387,22,0.5043622030604774
1512,candide - voltaire,271,"['the old woman', 'The old woman', 'the Old Woman']",F,White,235,48,0.6608090735650927
1513,candide - voltaire,161,"['MARTIN', 'Martin']",M,White,226,83,0.7661934320731972
104,burgess boys - strout,182,"['Uncle Bob', 'Bobby', 'Bob Burgess', 'Bob']",M,White,2985,552,0.5974377694632554
105,burgess boys - strout,185,"['Jim', 'Jim Burgess', 'Jimmy']",M,White,2265,606,0.5901398167175262
106,burgess boys - strout,181,"['Elaine', 'Helen']",F,White (unmarked),1648,341,0.6821942531101906
107,burgess boys - strout,189,"['Susan', 'Susie']",F,White,1499,303,0.5756593374808647
108,burgess boys - strout,195,"['Zachary Olson', 'Zachary', 'Zach']",M,White,936,106,0.5422805923115919
109,burgess boys - strout,188,['Pam'],F,White,784,97,0.7394896861537277
904,buck a memoir - asante,0,"['MK', 'MK Asante']",M,Black,3330,264,0.24685544680924804
905,buck a memoir - asante,541,"['my mom', 'My mom']",F,Black,330,98,0.5049258612200187
906,buck a memoir - asante,303,['Malo'],M,Black,313,12,0.4541043708485803
1495,brown girl brownstones - marshall,100,"['Deighton', 'Selina']",F,Black,3611,484,0.5706141609288942
1494,brown girl brownstones - marshall,113_234,"['Boyce', 'Silla', 'Silla - gal', 'The mother', 'the mother']",F,Black,1607,343,0.6031711776099071
1496,brown girl brownstones - marshall,101,"['Miss Ina', 'Ina']",F,Black,625,126,0.6479046061920878
1497,brown girl brownstones - marshall,228,['her father'],M,Black,431,67,0.6352635358173824
395,brothers karamazov - dostoevsky,169,"['Alyosha', 'Karamazov']",M,White,5546,796,0.8168462689605157
396,brothers karamazov - dostoevsky,157,"['Karamazov', 'Mitya']",M,White,4868,765,0.8627126974202814
397,brothers karamazov - dostoevsky,158,"['Brother', 'Ivan Fyodorovitch', 'Ivan']",M,White,2754,432,0.830863511
398,brothers karamazov - dostoevsky,194,['Grushenka'],F,White,1888,255,0.7727866669105375
620,bronx masquerade - grimes,54_0,['Tyrone'],M,Black,590,40,0.6028811086784462
621,bronx masquerade - grimes,62_0,['Lupe'],F,Latino/a/x,209,11,0.7108886533943921
619,bronx masquerade - grimes,55,['Mr. Ward'],M,White (unmarked),192,39,0.27926888799464894
624,bronx masquerade - grimes,66_0,['Sheila'],F,White,177,11,0.7066224876073106
623,bronx masquerade - grimes,65_0,['Diondra'],F,Black,176,8,0.6941312409857797
